id,value,feed_id,created_at,lat,lon,ele
0F3987MX00D3BDQDHJPG3S2NNA,28.45,2301481,2022-08-15 13:16:16 UTC,,,
0F39887BKF8YNTS7C14TR318KC,28.44,2301481,2022-08-15 13:17:17 UTC,,,
0F3988SMDXK2F3TCE6ACXHHJ68,28.41,2301481,2022-08-15 13:18:17 UTC,,,
0F3989BXDA06QKH88JA1EERXK9,28.47,2301481,2022-08-15 13:19:17 UTC,,,
0F3989Y6FHJA7QRSE9VJW9139Y,28.5,2301481,2022-08-15 13:20:17 UTC,,,
0F398AGMG2JP171YJAWY7CQ6KZ,28.5,2301481,2022-08-15 13:21:17 UTC,,,
0F398BY0KX5XD610GR27FYMYTH,29.54,2301481,2022-08-15 13:23:46 UTC,,,
0F398CGBVF1T067KDV3F2FTKD3,29.14,2301481,2022-08-15 13:24:46 UTC,,,
0F398D2MYGQ6A40ES8CSWF6Y4A,29.32,2301481,2022-08-15 13:25:46 UTC,,,
0F398DN32SXTR57Q3X1WHZ046E,29.44,2301481,2022-08-15 13:26:46 UTC,,,
0F398E7BYK3JGXVZ0AYMDS625X,29.6,2301481,2022-08-15 13:27:46 UTC,,,
0F398ESN7W9YSDF5TVVN0Z9JY8,29.71,2301481,2022-08-15 13:28:46 UTC,,,
0F398FBYDKGW5CAY1MSG6JCFB5,29.79,2301481,2022-08-15 13:29:46 UTC,,,
0F398FYBZQ3X39FZK3WBJRM6G7,29.89,2301481,2022-08-15 13:30:46 UTC,,,
0F398GGN2K9Z7KFY81H3YHWXS9,29.96,2301481,2022-08-15 13:31:46 UTC,,,
0F398H2Y20E3QYKSFK73VCE0FF,30.04,2301481,2022-08-15 13:32:46 UTC,,,
0F398HN7AX0EEN2SG61KT30K3J,30.09,2301481,2022-08-15 13:33:46 UTC,,,
0F398J7G93YQ5AEVGSE1QZVA0C,30.09,2301481,2022-08-15 13:34:46 UTC,,,
0F398JSYCV50FXV0PT0J0S1CB8,30.13,2301481,2022-08-15 13:35:46 UTC,,,
0F398KC76TA7S3CDBM4WGN5KM5,30.16,2301481,2022-08-15 13:36:46 UTC,,,
0F398KYGJ5BW99FJMQJHZK9W64,30.2,2301481,2022-08-15 13:37:46 UTC,,,
0F398MGS8J83NDJRFY7R633XJ1,30.23,2301481,2022-08-15 13:38:46 UTC,,,
0F398N381JAQJYXY6STQC1YSA2,30.24,2301481,2022-08-15 13:39:47 UTC,,,
0F398NNGQJ39B5T1G0Q8DN3K5H,30.27,2301481,2022-08-15 13:40:46 UTC,,,
0F398P7SD2TMKCWE50ZCXFNYRN,30.3,2301481,2022-08-15 13:41:46 UTC,,,
0F398PT2G9WJBSDPSNM9M6VFJ2,30.35,2301481,2022-08-15 13:42:46 UTC,,,
0F398QCBG11DM0KF8XRMW2EHTY,30.4,2301481,2022-08-15 13:43:46 UTC,,,
0F398QYSGP6JC5DYQM1PM7X498,30.45,2301481,2022-08-15 13:44:47 UTC,,,
0F398RH2SD7WCWNYXQ8FA8RQ1Q,30.53,2301481,2022-08-15 13:45:46 UTC,,,
0F398S3DVWRNE63H7V9N637039,30.56,2301481,2022-08-15 13:46:47 UTC,,,
0F398SNMMBQT8Q13TRMTAKKA5W,30.62,2301481,2022-08-15 13:47:46 UTC,,,
0F398T82N8CKAYFM5WQ1R5XE8T,30.67,2301481,2022-08-15 13:48:47 UTC,,,
0F398TTC7E464JDKZ7XMA6K0BC,30.73,2301481,2022-08-15 13:49:47 UTC,,,
0F398VCMR5Q0KC06ZXZNXSKC4X,30.81,2301481,2022-08-15 13:50:46 UTC,,,
0F398VYXR5MGEHPQ96261S8C6H,30.83,2301481,2022-08-15 13:51:46 UTC,,,
0F398WH781XWRQX9N96R30Z8KZ,30.87,2301481,2022-08-15 13:52:46 UTC,,,
0F398X3MST4332VTYG0ZKHPVZS,30.9,2301481,2022-08-15 13:53:47 UTC,,,
0F398XNY4WKBCPX9EYZKXZH8VD,30.95,2301481,2022-08-15 13:54:47 UTC,,,
0F398Y87046B6158N0M7S4496M,30.96,2301481,2022-08-15 13:55:47 UTC,,,
0F398YTGCTS9VYQ358EB9NWMCN,30.97,2301481,2022-08-15 13:56:46 UTC,,,
0F398ZCYKP54E6QY6N46EHRCRZ,30.99,2301481,2022-08-15 13:57:47 UTC,,,
0F398ZZ77ZQQBZ82NJ7HPACST7,30.95,2301481,2022-08-15 13:58:47 UTC,,,
0F3990HG5RRWN2R5Q7VXNR1RPD,30.96,2301481,2022-08-15 13:59:47 UTC,,,
0F39913SKWVRCW6HPBP7KVG56F,30.94,2301481,2022-08-15 14:00:47 UTC,,,
